issue_type,play_number,quarter,minutes,seconds,player_field,short_player,team,candidates,play_description
inferred_offensive_no_play,92,3,8,13,no_play,,ORL,,"J.Plummer pass short right complete. Catch made by E.Badger for 79 yards. TOUCHDOWN. PENALTY on ORL-C.Rowland, Offensive Illegal Block Above the Waist, 10 yards, accepted."
