play_number,play_description,date,stadium,home_team,away_team,home_score,away_score,offense_score,defense_score,quarter,minutes,seconds,home_timeouts,away_timeouts,timeout_1,timeout_team_1,los,yards_to_score,down,distance,offense,defense,pass_play,run_play,no_play,challenge_or_review,challenge_or_review_result,backwards_pass,lateral,passer,passer_name,passer_id,dropback,attempt,spiked_ball,pass_location,complete,incomplete,passing_yards,passing_touchdown,intercepted,interception_touchdown,target,reception,receiver,receiver_name,receiver_id,sack,rush_attempt,rusher,runner_name,runner_id,scramble,kneel_down,rushing_yards,rushing_touchdown,rush_location,fumble,down_by_contact,fumble_player_1,fumble_player_1_name,fumble_player_1_id,fumble_1_team,fumble_1_out_of_bounds,own_recovery_1,own_recovery_player_1,own_recovery_player_1_name,own_recovery_player_1_id,own_recovery_player_1_team,own_recovery_1_yards,fumble_lost_1,fumble_lost_player_1,fumble_lost_player_1_name,fumble_lost_player_1_id,fumble_lost_player_1_team,opponent_recovery_1,opponent_recovery_player_1,opponent_recovery_player_1_name,opponent_recovery_player_1_id,opponent_recovery_player_1_team,fumble_recovery_touchdown_1,fumble_recovery_touchdown_1_team,safety,safety_team,penalty_offset,enforced_between_downs,penalty,penalty_declined,penalty_team,penalty_player,penalty_player_name,penalty_player_id,penalty_yards,false_start,too_many_men_on_field,illegal_substitution,delay_of_game,delay_of_kickoff,unnecessary_roughness,disqualification,face_mask,unsportsmanlike_conduct,taunting,illegal_shift,illegal_crackback,low_block,chop_block,illegal_double-team_block,illegal_blindside_block,illegal_motion,illegal_block_above_the_waist,tripping,illegal_forward_pass,illegal_touch_pass,illegal_formation,lowering_the_head_to_initiate_contact,intentional_grounding,clipping,ineligible_downfield_pass,illegal_use_of_hands,offensive_holding,offensive_pass_interference,defensive_holding,defensive_pass_interference,defensive_offside,encroachment,neutral_zone_infraction,roughing_the_passer,illegal_contact,horse_collar_tackle,illegal_bat,offside_on_free_kick,illegal_touch,player_out_of_bounds_on_kick,kick_catch_interference,fair_catch_interference,running_into_the_kicker,roughing_the_kicker,kick_formation_penalty,leverage,illegal_wedge,ineligible_downfield_kick,illegal_touch_kick,kickoff,kicking_team,receiving_team,kicker,kicker_name,kicker_id,touchback,kickoff_out_of_bounds,kickoff_in_endzone,kickoff_inside_20,kickoff_downed,kickoff_fair_caught,kick_return,kick_returner,kick_returner_name,kick_returner_id,kick_return_touchdown,onside_kick,onside_kick_recovery,onside_kick_recovery_player,onside_kick_recovery_player_name,onside_kick_recovery_player_id,punt,punter,punter_name,punter_id,punt_touchback,punt_out_of_bounds,punt_inside_20,punt_endzone,punt_downed,punt_fair_catch,punt_return,punt_returner,punt_returner_name,punt_returner_id,punt_return_touchdown,punt_muffed,punt_blocked,punt_blocked_player,punt_blocked_player_name,punt_blocked_player_id,blocked_out_of_bounds_in_end_zone,field_goal,field_goal_made,field_goal_kicker,field_goal_kicker_name,field_goal_kicker_id,field_goal_distance,field_goal_blocked,field_goal_blocked_player,field_goal_blocked_player_name,field_goal_blocked_player_id,blocked_field_goal_recovery,field_goal_recovery_player,field_goal_recovery_player_name,field_goal_recovery_player_id,field_goal_recovery_team,block_field_goal_touchdown,field_goal_return,field_goal_return_player,field_goal_return_player_name,field_goal_return_player_id,field_goal_return_TD,1-pt,1-pt Succes,one point rush att,1pt Rusher,1pt Rusher Name,1pt Rusher ID,1point pass att,1PT Passer,1pt Passer Name,1pt Passer ID,1PT Rec,1pt Rec Name,1pt REc ID,two_point_att,two_point_att_succeeds,two_point_rush_att,two_point_rusher,two_point_rusher_name,two_point_rusher_id,two_point_pass_att,two_point_passer,two_point_passer_name,two_point_passer_id,two_point_receiver,two_point_receiver_name,two_point_receiver_id,defensive_two_point,defensive_two_point_att_succeeds,defensive_two_point_att_player,defensive_two_point_att_player_name,defensive_two_point_att_player_id,three_point_att,three_point_att_succeeds,three_point_rush_att,three_point_rusher,three_point_rusher_name,three_point_rusher_id,three_point_pass_att,three_point_passer,three_point_passer_name,three_point_passer_id,three_point_receiver,three_point_receiver_name,three_point_receiver_id,OT_att,OT_succeeds,OT_rush_att,OT_rusher,OT_rusher_name,OT_rusher_id,OT_pass_att,OT_passer,OT_passer_name,OT_passer_id,OT_receiver,OT_receiver_name,OT_receiver_id
22,"T.McCann 58 yard field goal attempt is good, Center-M.Hembrough, Holder-R.Sanborn.",3/28/2026,The Dome at America's Center,STL,DC,3,4,3,4,1,5,44,,,,,DC 40,40,4,7,STL,DC,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,1,1,T.McCann,Tucker McCann,T.McCann STL,58,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
23,"T.McCann kicks 62 yards from STL 30 to the DC 8. X.Valladay returns the kickoff. Tackled by D.Isom, K.Latulas at DC 34.",3/28/2026,The Dome at America's Center,STL,DC,3,4,,,1,5,38,,,,,STL 30,30,,,,,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,STL,DC,T.McCann,Tucker McCann,T.McCann STL,0,0,,,,,1,X.Valladay,Xazavian Valladay,X.Valladay DC,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
24,"D.Jackson rushed right tackle for 0 yards. D.Jackson FUMBLES, forced by J.Mosley. Fumble RECOVERED by STL-J.Mosley at DC 34. The Replay Official reviewed the fumble and the play was overturned. D.Jackson rushed right tackle for 2 yards. Tackled by J.Mosley at DC 36.",3/28/2026,The Dome at America's Center,STL,DC,3,4,4,3,1,5,31,,,,,DC 34,66,1,10,DC,STL,0,1,0,1,reversed,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,D.Jackson,Deon Jackson,D.Jackson DC,0,0,0,0,Right Tackle,1,,D.Jackson,Deon Jackson,D.Jackson DC,DC,0,0,,,,,,1,D.Jackson,Deon Jackson,D.Jackson DC,DC,1,J.Mosley,Jordan Mosley,J.Mosley STL,STL,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
25,"PENALTY on DC-J.Branch, False Start, 5 yards, accepted. No Play.",3/28/2026,The Dome at America's Center,STL,DC,3,4,4,3,1,5,8,,,,,DC 36,64,2,8,DC,STL,0,0,1,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,1,0,DC,J.Branch,Johari Branch,J.Branch DC,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
26,J.Ta'amu pass short middle complete. Catch made by M.Fairchild for 24 yards. Tackled by J.Mosley at STL 45.,3/28/2026,The Dome at America's Center,STL,DC,3,4,4,3,1,4,51,,,,,DC 31,69,2,13,DC,STL,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,,Short Middle,1,0,24,0,0,0,1,1,M.Fairchild,Mason Fairchild,M.Fairchild DC,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
27,J.Ta'amu pass short right complete. Catch made by S.Williams for 9 yards. Tackled by J.Mosley at STL 36.,3/28/2026,The Dome at America's Center,STL,DC,3,4,4,3,1,4,31,,,,,STL 45,45,1,10,DC,STL,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,,Short Right,1,0,9,0,0,0,1,1,S.Williams,Seth Williams,S.Williams DC,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
28,D.Jackson rushed up the middle for 5 yards. Tackled by A.Thomas at STL 31.,3/28/2026,The Dome at America's Center,STL,DC,3,4,4,3,1,4,9,,,,,STL 36,36,2,1,DC,STL,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,D.Jackson,Deon Jackson,D.Jackson DC,0,0,5,0,Middle,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
29,J.Ta'amu pass short right complete. Catch made by K.Coutee for 11 yards. K.Coutee ran out of bounds.,3/28/2026,The Dome at America's Center,STL,DC,3,4,4,3,1,3,51,,,,,STL 31,31,1,10,DC,STL,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,,Short Right,1,0,11,0,0,0,1,1,K.Coutee,Keke Coutee,K.Coutee DC,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
30,D.Jackson rushed right guard for 3 yards. Tackled by L.Bentley at STL 17.,3/28/2026,The Dome at America's Center,STL,DC,3,4,4,3,1,3,27,,,,,STL 20,20,1,10,DC,STL,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,D.Jackson,Deon Jackson,D.Jackson DC,0,0,3,0,Right Guard,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
31,J.Ta'amu steps back to pass. Sacked at STL 25 for -8 yards (P.Taumoepenu).,3/28/2026,The Dome at America's Center,STL,DC,3,4,4,3,1,2,56,,,,,STL 17,17,2,7,DC,STL,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,,,0,0,,0,0,0,0,0,,,,1,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
32,J.Ta'amu pass deep right complete. Catch made by S.Williams for 23 yards. Tackled by K.Kelly at STL 2.,3/28/2026,The Dome at America's Center,STL,DC,3,4,4,3,1,2,16,,,,,STL 25,25,3,15,DC,STL,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,,Deep Right,1,0,23,0,0,0,1,1,S.Williams,Seth Williams,S.Williams DC,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
33,D.Jackson rushed left guard for 1 yards. Tackled by L.Bentley at STL 1.,3/28/2026,The Dome at America's Center,STL,DC,3,4,4,3,1,1,55,,,,,STL 2,2,1,2,DC,STL,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,D.Jackson,Deon Jackson,D.Jackson DC,0,0,1,0,Left Guard,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
34,"D.Jackson rushed left tackle for 1 yards. TOUCHDOWN. PENALTY on STL-N.Clarke, Defensive Offside, 5 yards, declined.",3/28/2026,The Dome at America's Center,STL,DC,3,10,10,3,1,1,22,,,,,STL 1,1,2,1,DC,STL,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,D.Jackson,Deon Jackson,D.Jackson DC,0,0,1,1,Left Tackle,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,1,1,STL,N.Clarke,Nevelle Clarke,N.Clarke STL,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
35,TWO-POINT CONVERSION ATTEMPT. J.Ta'amu steps back to pass. Pass incomplete short right intended for S.Williams. TWO-POINT ATTEMPT FAILS.,3/28/2026,The Dome at America's Center,STL,DC,3,10,10,3,1,1,17,,,,,STL 2,2,,,DC,STL,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,1,0,0,,,,1,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,S.Williams,Seth Williams,S.Williams DC,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
36,M.McCrane kicks 64 yards from DC 30 to the STL 6. R.Harris returns the kickoff. Tackled by D.Parish; C.Jacobs at STL 36.,3/28/2026,The Dome at America's Center,STL,DC,3,10,,,1,1,17,,,,,DC 30,30,,,,,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,DC,STL,M.McCrane,Matt McCrane,M.McCrane DC,0,0,,,,,1,R.Harris,Rahjai Harris,R.Harris STL,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
37,J.Howard rushed up the middle for 2 yards. Tackled by D.Maxwell; M.Baskerville at STL 38.,3/28/2026,The Dome at America's Center,STL,DC,3,10,3,10,1,1,8,,,,,STL 36,64,1,10,STL,DC,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,J.Howard,Jarveon Howard,J.Howard STL,0,0,2,0,Middle,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
38,B.Silvers steps back to pass. Sacked at STL 30 for -8 yards (D.Maxwell).,3/28/2026,The Dome at America's Center,STL,DC,3,10,3,10,1,0,29,,,,,STL 38,62,2,8,STL,DC,1,0,0,,,0,0,B.Silvers,Brandon Silvers,B.Silvers STL,1,1,,,0,0,,0,0,0,0,0,,,,1,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
39,End Quarter 1,3/28/2026,The Dome at America's Center,STL,DC,3,10,,,,0,0,,,,,,,,,,,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
40,"B.Silvers pass short left complete [D.Roberson]. Catch made by R.Harris for -6 yards. Tackled by J.Wallace, B.Thompson at STL 24.",3/28/2026,The Dome at America's Center,STL,DC,3,10,3,10,2,15,0,,,,,STL 30,70,3,16,STL,DC,1,0,0,,,0,0,B.Silvers,Brandon Silvers,B.Silvers STL,1,1,,Short Left,1,0,-6,0,0,0,1,1,R.Harris,Rahjai Harris,R.Harris STL,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
41,"R.Sanborn punts 48 yards to DC 28, Center-M.Hembrough. K.Coutee returned punt from the DC 28. Tackled by G.Jennings at DC 34.",3/28/2026,The Dome at America's Center,STL,DC,3,10,3,10,2,14,21,,,,,STL 24,76,4,22,STL,DC,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,1,R.Sanborn,Ryan Sanborn,R.Sanborn STL,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
42,J.Ta'amu pass short right complete. Catch made by B.Moore for 2 yards. Tackled by S.Fresch at DC 36.,3/28/2026,The Dome at America's Center,STL,DC,3,10,10,3,2,14,10,,,,,DC 34,66,1,10,DC,STL,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,,Short Right,1,0,2,0,0,0,1,1,B.Moore,Briley Moore,B.Moore DC,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
43,TV Timeout,3/28/2026,The Dome at America's Center,STL,DC,3,10,10,3,,13,41,,,,,,,,,DC,STL,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
44,J.Ta'amu steps back to pass. Sacked at DC 30 for -6 yards (L.Bentley; P.Taumoepenu).,3/28/2026,The Dome at America's Center,STL,DC,3,10,10,3,2,13,41,,,,,DC 36,64,2,8,DC,STL,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,,,0,0,,0,0,0,0,0,,,,1,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
45,Timeout #1 by DC.,3/28/2026,The Dome at America's Center,STL,DC,3,10,10,3,,12,59,,,,,,,,,DC,STL,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
46,"J.Ta'amu pass deep right INTERCEPTED at STL 30. Intercepted by J.Mosley at STL 30. Tackled by B.Sanders at STL 30. PENALTY on STL-M.Ojemudia, Defensive Pass Interference, 40 yards, accepted. St. Louis challenged the potential foul and the play was overturned. J.Ta'amu pass deep right INTERCEPTED at STL 30 [T.Stallworth]. Intercepted by J.Mosley at STL 30. Tackled by B.Sanders at STL 30.",3/28/2026,The Dome at America's Center,STL,DC,3,10,10,3,2,12,59,,,,,DC 30,70,3,14,DC,STL,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,,Deep Right,0,0,,0,1,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,1,0,STL,M.Ojemudia,Michael Ojemudia,M.Ojemudia STL,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
47,B.Silvers steps back to pass. Sacked at STL 20 for -10 yards (S.Kidd).,3/28/2026,The Dome at America's Center,STL,DC,3,10,3,10,2,12,46,,,,,STL 30,70,1,10,STL,DC,1,0,0,,,0,0,B.Silvers,Brandon Silvers,B.Silvers STL,1,1,,,0,0,,0,0,0,0,0,,,,1,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
