play_number,play_description,date,stadium,home_team,away_team,home_score,away_score,offense_score,defense_score,quarter,minutes,seconds,home_timeouts,away_timeouts,timeout_1,timeout_team_1,los,yards_to_score,down,distance,offense,defense,pass_play,run_play,no_play,challenge_or_review,challenge_or_review_result,backwards_pass,lateral,passer,passer_name,passer_id,dropback,attempt,spiked_ball,pass_location,complete,incomplete,passing_yards,passing_touchdown,intercepted,interception_touchdown,target,reception,receiver,receiver_name,receiver_id,sack,rush_attempt,rusher,runner_name,runner_id,scramble,kneel_down,rushing_yards,rushing_touchdown,rush_location,fumble,down_by_contact,fumble_player_1,fumble_player_1_name,fumble_player_1_id,fumble_1_team,fumble_1_out_of_bounds,own_recovery_1,own_recovery_player_1,own_recovery_player_1_name,own_recovery_player_1_id,own_recovery_player_1_team,own_recovery_1_yards,fumble_lost_1,fumble_lost_player_1,fumble_lost_player_1_name,fumble_lost_player_1_id,fumble_lost_player_1_team,opponent_recovery_1,opponent_recovery_player_1,opponent_recovery_player_1_name,opponent_recovery_player_1_id,opponent_recovery_player_1_team,fumble_recovery_touchdown_1,fumble_recovery_touchdown_1_team,safety,safety_team,penalty_offset,enforced_between_downs,penalty,penalty_declined,penalty_team,penalty_player,penalty_player_name,penalty_player_id,penalty_yards,false_start,too_many_men_on_field,illegal_substitution,delay_of_game,delay_of_kickoff,unnecessary_roughness,disqualification,face_mask,unsportsmanlike_conduct,taunting,illegal_shift,illegal_crackback,low_block,chop_block,illegal_double-team_block,illegal_blindside_block,illegal_motion,illegal_block_above_the_waist,tripping,illegal_forward_pass,illegal_touch_pass,illegal_formation,lowering_the_head_to_initiate_contact,intentional_grounding,clipping,ineligible_downfield_pass,illegal_use_of_hands,offensive_holding,offensive_pass_interference,defensive_holding,defensive_pass_interference,defensive_offside,encroachment,neutral_zone_infraction,roughing_the_passer,illegal_contact,horse_collar_tackle,illegal_bat,offside_on_free_kick,illegal_touch,player_out_of_bounds_on_kick,kick_catch_interference,fair_catch_interference,running_into_the_kicker,roughing_the_kicker,kick_formation_penalty,leverage,illegal_wedge,ineligible_downfield_kick,illegal_touch_kick,kickoff,kicking_team,receiving_team,kicker,kicker_name,kicker_id,touchback,kickoff_out_of_bounds,kickoff_in_endzone,kickoff_inside_20,kickoff_downed,kickoff_fair_caught,kick_return,kick_returner,kick_returner_name,kick_returner_id,kick_return_touchdown,onside_kick,onside_kick_recovery,onside_kick_recovery_player,onside_kick_recovery_player_name,onside_kick_recovery_player_id,punt,punter,punter_name,punter_id,punt_touchback,punt_out_of_bounds,punt_inside_20,punt_endzone,punt_downed,punt_fair_catch,punt_return,punt_returner,punt_returner_name,punt_returner_id,punt_return_touchdown,punt_muffed,punt_blocked,punt_blocked_player,punt_blocked_player_name,punt_blocked_player_id,blocked_out_of_bounds_in_end_zone,field_goal,field_goal_made,field_goal_kicker,field_goal_kicker_name,field_goal_kicker_id,field_goal_distance,field_goal_blocked,field_goal_blocked_player,field_goal_blocked_player_name,field_goal_blocked_player_id,blocked_field_goal_recovery,field_goal_recovery_player,field_goal_recovery_player_name,field_goal_recovery_player_id,field_goal_recovery_team,block_field_goal_touchdown,field_goal_return,field_goal_return_player,field_goal_return_player_name,field_goal_return_player_id,field_goal_return_TD,1-pt,1-pt Succes,one point rush att,1pt Rusher,1pt Rusher Name,1pt Rusher ID,1point pass att,1PT Passer,1pt Passer Name,1pt Passer ID,1PT Rec,1pt Rec Name,1pt REc ID,two_point_att,two_point_att_succeeds,two_point_rush_att,two_point_rusher,two_point_rusher_name,two_point_rusher_id,two_point_pass_att,two_point_passer,two_point_passer_name,two_point_passer_id,two_point_receiver,two_point_receiver_name,two_point_receiver_id,defensive_two_point,defensive_two_point_att_succeeds,defensive_two_point_att_player,defensive_two_point_att_player_name,defensive_two_point_att_player_id,three_point_att,three_point_att_succeeds,three_point_rush_att,three_point_rusher,three_point_rusher_name,three_point_rusher_id,three_point_pass_att,three_point_passer,three_point_passer_name,three_point_passer_id,three_point_receiver,three_point_receiver_name,three_point_receiver_id,OT_att,OT_succeeds,OT_rush_att,OT_rusher,OT_rusher_name,OT_rusher_id,OT_pass_att,OT_passer,OT_passer_name,OT_passer_id,OT_receiver,OT_receiver_name,OT_receiver_id
21,"M.Corral pass deep left INTERCEPTED at STL 35. Intercepted by N.Clarke at STL 35. Tackled by N.Henderson at STL 36. PENALTY on STL-D.Isom, Offensive Illegal Block Above the Waist, 10 yards, accepted.",4/12/2026,The Dome at America's Center,STL,BHM,7,0,0,7,1,6,38,,,,,BHM 40,60,2,2,BHM,STL,1,0,0,,,0,0,M.Corral,Matt Corral,M.Corral BHM,1,1,,Deep Left,0,0,,0,1,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,1,0,STL,D.Isom,Daniel Isom,D.Isom STL,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
22,"R.Harris rushed right end for -3 yards. Tackled by I.Green-May, A.Bledsoe at STL 23.",4/12/2026,The Dome at America's Center,STL,BHM,7,0,7,0,1,6,26,,,,,STL 26,74,1,10,STL,BHM,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,R.Harris,Rahjai Harris,R.Harris STL,0,0,-3,0,Right End,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
23,"B.Silvers steps back to pass. Pass incomplete deep right intended for S.McBride. PENALTY on BHM-S.Gilmore, Defensive Pass Interference, 22 yards, accepted. No Play.",4/12/2026,The Dome at America's Center,STL,BHM,7,0,7,0,1,5,53,,,,,STL 23,77,2,13,STL,BHM,1,0,1,,,0,0,B.Silvers,Brandon Silvers,B.Silvers STL,1,1,,,0,1,,0,0,0,1,0,S.McBride,Steven McBride,S.McBride STL,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,1,0,BHM,S.Gilmore,Steven Gilmore,S.Gilmore BHM,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
24,B.Silvers pass short left complete. Catch made by K.Latulas for 5 yards. Tackled by T.Crowder at STL 50.,4/12/2026,The Dome at America's Center,STL,BHM,7,0,7,0,1,5,27,,,,,STL 45,55,1,10,STL,BHM,1,0,0,,,0,0,B.Silvers,Brandon Silvers,B.Silvers STL,1,1,,Short Left,1,0,5,0,0,0,1,1,K.Latulas,Kevon Latulas,K.Latulas STL,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
25,B.Silvers pass short right complete. Catch made by J.Pearson for 2 yards. Pushed out of bounds by R.Cooper at BHM 48.,4/12/2026,The Dome at America's Center,STL,BHM,7,0,7,0,1,4,48,,,,,50,50,2,5,STL,BHM,1,0,0,,,0,0,B.Silvers,Brandon Silvers,B.Silvers STL,1,1,,Short Right,1,0,2,0,0,0,1,1,J.Pearson,Jahcour Pearson,J.Pearson STL,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
26,Timeout #1 by STL.,4/12/2026,The Dome at America's Center,STL,BHM,7,0,7,0,,4,14,,,,,,,,,STL,BHM,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
27,R.Harris rushed right guard for 2 yards. Tackled by A.Bledsoe at BHM 46.,4/12/2026,The Dome at America's Center,STL,BHM,7,0,7,0,1,4,14,,,,,BHM 48,48,3,3,STL,BHM,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,R.Harris,Rahjai Harris,R.Harris STL,0,0,2,0,Right Guard,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
28,R.Harris rushed right guard for 2 yards. Tackled by P.Winfrey at BHM 44.,4/12/2026,The Dome at America's Center,STL,BHM,7,0,7,0,1,3,40,,,,,BHM 46,46,4,1,STL,BHM,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,R.Harris,Rahjai Harris,R.Harris STL,0,0,2,0,Right Guard,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
29,B.Jackson steps back to pass. Sacked at BHM 45 for -1 yards (K.Jones).,4/12/2026,The Dome at America's Center,STL,BHM,7,0,7,0,1,3,3,,,,,BHM 44,44,1,10,STL,BHM,1,0,0,,,0,0,B.Jackson,Blake Jackson,B.Jackson STL,1,1,,,0,0,,0,0,0,0,0,,,,1,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
30,B.Silvers steps back to pass. Sacked at STL 48 for -7 yards (I.Ukwu).,4/12/2026,The Dome at America's Center,STL,BHM,7,0,7,0,1,2,23,,,,,BHM 45,45,2,11,STL,BHM,1,0,0,,,0,0,B.Silvers,Brandon Silvers,B.Silvers STL,1,1,,,0,0,,0,0,0,0,0,,,,1,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
31,B.Silvers pass short right complete. Catch made by S.McBride for 16 yards. Pushed out of bounds by S.Gilmore at BHM 36.,4/12/2026,The Dome at America's Center,STL,BHM,7,0,7,0,1,1,43,,,,,STL 48,52,3,18,STL,BHM,1,0,0,,,0,0,B.Silvers,Brandon Silvers,B.Silvers STL,1,1,,Short Right,1,0,16,0,0,0,1,1,S.McBride,Steven McBride,S.McBride STL,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
32,Timeout #2 by STL.,4/12/2026,The Dome at America's Center,STL,BHM,7,0,7,0,,1,8,,,,,,,,,STL,BHM,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
33,"T.McCann 54 yard field goal attempt is good, Center-M.Hembrough, Holder-R.Sanborn.",4/12/2026,The Dome at America's Center,STL,BHM,10,0,10,0,1,1,8,,,,,BHM 36,36,4,2,STL,BHM,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,1,1,T.McCann,Tucker McCann,T.McCann STL,54,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
34,R.Sanborn kicks 70 yards from STL 30 to the BHM End Zone. Touchback.,4/12/2026,The Dome at America's Center,STL,BHM,10,0,,,1,1,3,,,,,STL 30,30,,,,,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,STL,BHM,R.Sanborn,Ryan Sanborn,R.Sanborn STL,1,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
35,A.McFarland rushed up the middle for 2 yards. Tackled by N.Farrell at BHM 22.,4/12/2026,The Dome at America's Center,STL,BHM,10,0,0,10,1,1,3,,,,,BHM 20,80,1,10,BHM,STL,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,A.McFarland,Anthony McFarland Jr.,A.McFarland BHM,0,0,2,0,Middle,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
36,A.McFarland rushed left end for 6 yards. Pushed out of bounds by L.Barcoo at BHM 28.,4/12/2026,The Dome at America's Center,STL,BHM,10,0,0,10,1,0,31,,,,,BHM 22,78,2,8,BHM,STL,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,A.McFarland,Anthony McFarland Jr.,A.McFarland BHM,0,0,6,0,Left End,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
37,End Quarter 1,4/12/2026,The Dome at America's Center,STL,BHM,10,0,,,,0,0,,,,,,,,,,,0,0,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
38,"M.Corral pass short left complete. Catch made by D.Cain for yards. Pushed out of bounds by L.Barcoo at BHM 40. PENALTY on BHM-J.Thomas, Offensive Pass Interference, 10 yards, accepted. No Play.",4/12/2026,The Dome at America's Center,STL,BHM,10,0,0,10,2,15,0,,,,,BHM 28,72,3,2,BHM,STL,1,0,1,,,0,0,M.Corral,Matt Corral,M.Corral BHM,1,1,,Short Left,1,0,,0,0,0,1,1,D.Cain,Deon Cain,D.Cain BHM,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,1,0,BHM,J.Thomas,Jordan Thomas,J.Thomas BHM,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
39,"M.Corral pass deep left INTERCEPTED at BHM 37. Intercepted by T.Hawkins at BHM 37. Pushed out of bounds by T.Robinson at BHM 20. PENALTY on STL-J.Mosley, Illegal Contact, 5 yards, accepted. No Play.",4/12/2026,The Dome at America's Center,STL,BHM,10,0,0,10,2,14,42,,,,,BHM 18,82,3,12,BHM,STL,1,0,1,,,0,0,M.Corral,Matt Corral,M.Corral BHM,1,1,,Deep Left,0,0,,0,1,0,0,0,,,,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,1,0,STL,J.Mosley,Jordan Mosley,J.Mosley STL,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
40,M.Corral pass short middle complete. Catch made by J.Barber for 8 yards. Tackled by S.Fresch at BHM 31.,4/12/2026,The Dome at America's Center,STL,BHM,10,0,0,10,2,14,18,,,,,BHM 23,77,1,10,BHM,STL,1,0,0,,,0,0,M.Corral,Matt Corral,M.Corral BHM,1,1,,Short Middle,1,0,8,0,0,0,1,1,J.Barber,Jabre Barber,J.Barber BHM,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
41,S.Conner rushed left guard for 1 yards. Tackled by A.Beauplan at BHM 32.,4/12/2026,The Dome at America's Center,STL,BHM,10,0,0,10,2,13,47,,,,,BHM 31,69,2,2,BHM,STL,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,S.Conner,Snoop Conner,S.Conner BHM,0,0,1,0,Left Guard,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
42,"S.Conner rushed up the middle for 7 yards. Tackled by J.Mosley, T.Stallworth at BHM 39.",4/12/2026,The Dome at America's Center,STL,BHM,10,0,0,10,2,13,14,,,,,BHM 32,68,3,1,BHM,STL,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,S.Conner,Snoop Conner,S.Conner BHM,0,0,7,0,Middle,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
43,M.Corral pass short right complete. Catch made by T.Davis for 4 yards. Tackled by M.Sims at BHM 43.,4/12/2026,The Dome at America's Center,STL,BHM,10,0,0,10,2,12,35,,,,,BHM 39,61,1,10,BHM,STL,1,0,0,,,0,0,M.Corral,Matt Corral,M.Corral BHM,1,1,,Short Right,1,0,4,0,0,0,1,1,T.Davis,Tyler Davis,T.Davis BHM,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
44,M.Corral pass short right complete. Catch made by A.McFarland for 5 yards. Tackled by M.Sims; A.Beauplan at BHM 48.,4/12/2026,The Dome at America's Center,STL,BHM,10,0,0,10,2,11,56,,,,,BHM 43,57,2,6,BHM,STL,1,0,0,,,0,0,M.Corral,Matt Corral,M.Corral BHM,1,1,,Short Right,1,0,5,0,0,0,1,1,A.McFarland,Anthony McFarland Jr.,A.McFarland BHM,0,0,,,,0,0,,0,,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
45,A.McFarland rushed right tackle for 0 yards. Tackled by A.Thomas; L.Bentley at BHM 48.,4/12/2026,The Dome at America's Center,STL,BHM,10,0,0,10,2,11,15,,,,,BHM 48,52,3,1,BHM,STL,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,A.McFarland,Anthony McFarland Jr.,A.McFarland BHM,0,0,0,0,Right Tackle,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
46,"S.Conner rushed up the middle for -1 yards. Tackled by P.Taumoepenu, D.Isom at BHM 47.",4/12/2026,The Dome at America's Center,STL,BHM,10,0,0,10,2,10,37,,,,,BHM 48,52,4,1,BHM,STL,0,1,0,,,0,0,,,,0,0,,,0,0,,0,0,0,0,0,,,,0,1,S.Conner,Snoop Conner,S.Conner BHM,0,0,-1,0,Middle,0,,,,,,0,0,,,,,,0,,,,,0,,,,,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,0,,,,,0,,,,0,0,,,,,0,,,,0,0,0,0,0,0,0,,,,0,0,0,,,,,0,0,,,,,0,,,,,,,,,0,0,,,,0,0,0,0,,,,0,,,,,,,0,0,0,,,,0,,,,,,,0,0,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,
