play_number,play_description,date,stadium,home_team,away_team,home_score,away_score,offense_score,defense_score,quarter,minutes,seconds,home_timeouts,away_timeouts,timeout_1,timeout_team_1,los,yards_to_score,down,distance,offense,defense,pass_play,run_play,no_play,challenge_or_review,challenge_or_review_result,backwards_pass,lateral,passer,passer_name,passer_id,dropback,attempt,spiked_ball,pass_location,complete,incomplete,passing_yards,passing_touchdown,intercepted,interception_touchdown,target,reception,receiver,receiver_name,receiver_id,sack,rush_attempt,rusher,runner_name,runner_id,scramble,kneel_down,rushing_yards,rushing_touchdown,rush_location,fumble,down_by_contact,fumble_player_1,fumble_player_1_name,fumble_player_1_id,fumble_1_team,fumble_1_out_of_bounds,own_recovery_1,own_recovery_player_1,own_recovery_player_1_name,own_recovery_player_1_id,own_recovery_player_1_team,own_recovery_1_yards,fumble_lost_1,fumble_lost_player_1,fumble_lost_player_1_name,fumble_lost_player_1_id,fumble_lost_player_1_team,opponent_recovery_1,opponent_recovery_player_1,opponent_recovery_player_1_name,opponent_recovery_player_1_id,opponent_recovery_player_1_team,fumble_recovery_touchdown_1,fumble_recovery_touchdown_1_team,safety,safety_team,penalty_offset,enforced_between_downs,penalty,penalty_declined,penalty_team,penalty_player,penalty_player_name,penalty_player_id,penalty_yards,false_start,too_many_men_on_field,illegal_substitution,delay_of_game,delay_of_kickoff,unnecessary_roughness,disqualification,face_mask,unsportsmanlike_conduct,taunting,illegal_shift,illegal_crackback,low_block,chop_block,illegal_double-team_block,illegal_blindside_block,illegal_motion,illegal_block_above_the_waist,tripping,illegal_forward_pass,illegal_touch_pass,illegal_formation,lowering_the_head_to_initiate_contact,intentional_grounding,clipping,ineligible_downfield_pass,illegal_use_of_hands,offensive_holding,offensive_pass_interference,defensive_holding,defensive_pass_interference,defensive_offside,encroachment,neutral_zone_infraction,roughing_the_passer,illegal_contact,horse_collar_tackle,illegal_bat,offside_on_free_kick,illegal_touch,player_out_of_bounds_on_kick,kick_catch_interference,fair_catch_interference,running_into_the_kicker,roughing_the_kicker,kick_formation_penalty,leverage,illegal_wedge,ineligible_downfield_kick,illegal_touch_kick,kickoff,kicking_team,receiving_team,kicker,kicker_name,kicker_id,touchback,kickoff_out_of_bounds,kickoff_in_endzone,kickoff_inside_20,kickoff_downed,kickoff_fair_caught,kick_return,kick_returner,kick_returner_name,kick_returner_id,kick_return_touchdown,onside_kick,onside_kick_recovery,onside_kick_recovery_player,onside_kick_recovery_player_name,onside_kick_recovery_player_id,punt,punter,punter_name,punter_id,punt_touchback,punt_out_of_bounds,punt_inside_20,punt_endzone,punt_downed,punt_fair_catch,punt_return,punt_returner,punt_returner_name,punt_returner_id,punt_return_touchdown,punt_muffed,punt_blocked,punt_blocked_player,punt_blocked_player_name,punt_blocked_player_id,blocked_out_of_bounds_in_end_zone,field_goal,field_goal_made,field_goal_kicker,field_goal_kicker_name,field_goal_kicker_id,field_goal_distance,field_goal_blocked,field_goal_blocked_player,field_goal_blocked_player_name,field_goal_blocked_player_id,blocked_field_goal_recovery,field_goal_recovery_player,field_goal_recovery_player_name,field_goal_recovery_player_id,field_goal_recovery_team,block_field_goal_touchdown,field_goal_return,field_goal_return_player,field_goal_return_player_name,field_goal_return_player_id,field_goal_return_TD,1-pt,1-pt Succes,one point rush att,1pt Rusher,1pt Rusher Name,1pt Rusher ID,1point pass att,1PT Passer,1pt Passer Name,1pt Passer ID,1PT Rec,1pt Rec Name,1pt REc ID,two_point_att,two_point_att_succeeds,two_point_rush_att,two_point_rusher,two_point_rusher_name,two_point_rusher_id,two_point_pass_att,two_point_passer,two_point_passer_name,two_point_passer_id,two_point_receiver,two_point_receiver_name,two_point_receiver_id,defensive_two_point,defensive_two_point_att_succeeds,defensive_two_point_att_player,defensive_two_point_att_player_name,defensive_two_point_att_player_id,three_point_att,three_point_att_succeeds,three_point_rush_att,three_point_rusher,three_point_rusher_name,three_point_rusher_id,three_point_pass_att,three_point_passer,three_point_passer_name,three_point_passer_id,three_point_receiver,three_point_receiver_name,three_point_receiver_id,OT_att,OT_succeeds,OT_rush_att,OT_rusher,OT_rusher_name,OT_rusher_id,OT_pass_att,OT_passer,OT_passer_name,OT_passer_id,OT_receiver,OT_receiver_name,OT_receiver_id
58,"PENALTY on BHM-P.Winfrey, Encroachment, 5 yards, accepted. No Play.",3/30/2025,Audi Field,DC,BHAM,6,11,11,11,2,5,40,3,3,,,BHM43,43,1,10,,,0,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,A.Smith rushed up the middle for 3 yards. Tackled by D.Coleman; R.Perkins at BHM 35.,3/30/2025,Audi Field,DC,BHAM,6,11,6,11,2,5,31,3,3,,,BHM38,38,1,5,DC,BHAM,0,1,0,,,0,0,,,,,,,,,,,,,,,,,,,,1,A.Smith,Abram Smith,A.Smith DC,,0,3,0,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,A.Smith rushed up the middle for 1 yards. Tackled by R.Wildgoose at BHM 34.,3/30/2025,Audi Field,DC,BHAM,6,11,6,11,2,5,9,3,3,,,BHM35,35,2,2,DC,BHAM,0,1,0,,,0,0,,,,,,,,,,,,,,,,,,,,1,A.Smith,Abram Smith,A.Smith DC,,0,1,0,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,"PENALTY on BHM-P.Winfrey, Encroachment, 5 yards, accepted. No Play.",3/30/2025,Audi Field,DC,BHAM,6,11,11,11,2,4,44,3,3,,,BHM34,34,3,1,,,0,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,J.Ta'amu steps back to pass. Pass incomplete short right intended for C.Powell (T.Crowder).,3/30/2025,Audi Field,DC,BHAM,6,11,6,11,2,4,30,3,3,,,BHM29,29,1,10,DC,BHAM,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,0,Short Right,0,1,,,0,,1,0,C.Powell,Cornell Powell,C.Powell DC,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,J.Ta'amu rushed right guard for yards. Tackled by T.Crowder; C.Davis at BHM 29.,3/30/2025,Audi Field,DC,BHAM,6,11,6,11,2,3,56,3,3,,,BHM29,29,2,10,DC,BHAM,0,1,0,,,0,0,,,,,,,,,,,,,,,,,,,,1,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,,0,0,0,Right Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,J.Ta'amu pass short right INTERCEPTED at BHM 32 [A.Thomas]. Intercepted by C.Davis at BHM 32. Tackled by A.Smith at BHM 36.,3/30/2025,Audi Field,DC,BHAM,6,11,6,11,2,3,15,3,3,,,BHM31,31,3,12,DC,BHAM,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,0,Short Right,0,0,,,1,0,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,C.Marable rushed up the middle for 1 yards. Tackled by D.Maxwell at BHM 37.,3/30/2025,Audi Field,DC,BHAM,6,11,11,6,2,3,11,3,3,,,BHM36,64,1,10,BHAM,DC,0,1,0,,,0,0,,,,,,,,,,,,,,,,,,,,1,C.Marable,C.J. Marable,C.Marable BHAM,,0,1,0,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"A.McGough steps back to pass. Sacked at BHM 18 for yards (B.Thompson). A.McGough FUMBLES, forced by B.Thompson. Out of bounds. PENALTY on DC-B.Thompson, Face Mask (15 Yards), 15 yards, accepted. No Play.",3/30/2025,Audi Field,DC,BHAM,6,11,11,6,2,2,49,3,3,,,BHM37,63,2,9,BHAM,DC,1,0,0,,,0,0,A.McGough,Alex McGough,A.McGough BHAM,1,0,0,,0,0,,,,,,,,,,1,,,,,0,,,,,1,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,A.McGough scrambles right tackle for 6 yards. Tackled by A.Hines at DC 42.,3/30/2025,Audi Field,DC,BHAM,6,11,11,6,2,2,32,3,3,,,DC48,48,1,10,BHAM,DC,1,0,0,,,0,0,A.McGough,Alex McGough,A.McGough BHAM,1,0,0,,0,0,,,,,,,,,,0,,A.McGough,Alex McGough,A.McGough BHAM,1,0,6,0,Right Tackle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Two minute warning.,3/30/2025,Audi Field,DC,BHAM,6,11,11,11,2,2,0,3,3,,,DC42,42,2,4,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,A.McGough steps back to pass. Pass incomplete deep left intended for D.Davis.,3/30/2025,Audi Field,DC,BHAM,6,11,11,6,2,2,0,3,3,,,DC42,42,2,4,BHAM,DC,1,0,0,,,0,0,A.McGough,Alex McGough,A.McGough BHAM,1,1,0,Deep Left,0,1,,,0,,1,0,D.Davis,Davion Davis,D.Davis BHAM,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,"PENALTY on BHM-BHM, Delay of Game, 5 yards, accepted. No Play.",3/30/2025,Audi Field,DC,BHAM,6,11,11,11,2,1,56,3,3,,,DC42,42,3,4,,,0,0,1,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,A.McGough steps back to pass. Pass incomplete short left intended for L.Pettway.,3/30/2025,Audi Field,DC,BHAM,6,11,11,6,2,1,56,3,3,,,DC47,47,3,9,BHAM,DC,1,0,0,,,0,0,A.McGough,Alex McGough,A.McGough BHAM,1,1,0,Short Left,0,1,,,0,,1,0,L.Pettway,La'Michael Pettway,L.Pettway BHAM,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"C.Wadman punts 46 yards to DC 1, Center-R.Langan. Out of bounds.",3/30/2025,Audi Field,DC,BHAM,6,11,11,6,2,1,50,3,3,,,DC47,47,4,9,BHAM,DC,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,C.Wadman,Colby Wadman,C.Wadman BHAM,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"J.Ta'amu pass short right complete. Catch made by T.Scott for 9 yards. Tackled by S.Gilmore, T.Norwood at DC 34.",3/30/2025,Audi Field,DC,BHAM,6,11,6,11,2,1,42,3,3,,,DC25,75,1,10,DC,BHAM,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,0,Short Right,1,0,9,0,0,,1,1,T.Scott,Ty Scott,T.Scott DC,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,A.Smith rushed right guard for -1 yards. Tackled by P.Winfrey at DC 33.,3/30/2025,Audi Field,DC,BHAM,6,11,6,11,2,1,16,3,3,,,DC34,66,2,1,DC,BHAM,0,1,0,,,0,0,,,,,,,,,,,,,,,,,,,,1,A.Smith,Abram Smith,A.Smith DC,,0,-1,0,Right Guard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,C.Rowland rushed left end for 12 yards. Tackled by T.Crowder; T.Norwood at DC 45.,3/30/2025,Audi Field,DC,BHAM,6,11,6,11,2,1,9,3,3,,,DC33,67,3,2,DC,BHAM,0,1,0,,,0,0,,,,,,,,,,,,,,,,,,,,1,C.Rowland,Chris Rowland,C.Rowland DC,,0,12,0,Left End,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,J.Ta'amu pass short left complete. Catch made by B.Moore for 6 yards. Pushed out of bounds by T.Crowder at BHM 49.,3/30/2025,Audi Field,DC,BHAM,6,11,6,11,2,0,53,3,3,,,DC45,55,1,10,DC,BHAM,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,0,Short Left,1,0,6,0,0,,1,1,B.Moore,Briley Moore,B.Moore DC,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,J.Ta'amu pass deep right complete. Catch made by J.Mickens for 35 yards. Tackled by D.Isom at BHM 14.,3/30/2025,Audi Field,DC,BHAM,6,11,6,11,2,0,48,3,3,,,BHM49,49,2,4,DC,BHAM,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,0,Deep Right,1,0,35,0,0,,1,1,J.Mickens,Jaydon Mickens,J.Mickens DC,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,"J.Ta'amu steps back to pass. Pass incomplete short right intended for B.Moore [K.Tezino]. PENALTY on BHM-K.Tezino, Roughing the Passer, 12 yards, accepted. No Play.",3/30/2025,Audi Field,DC,BHAM,6,11,6,11,2,0,40,3,3,,,BHM14,14,1,10,DC,BHAM,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,0,Short Right,0,1,,,0,,1,0,B.Moore,Briley Moore,B.Moore DC,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,"M.DiLiello rushed up the middle for -2 yards. Tackled by M.Wilson, W.Yarbary at BHM 4.",3/30/2025,Audi Field,DC,BHAM,6,11,6,11,2,0,36,3,3,,,BHM2,2,1,2,DC,BHAM,0,1,0,,,0,0,,,,,,,,,,,,,,,,,,,,1,M.DiLiello,Mike DiLiello,M.DiLiello DC,,0,-2,0,Middle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,J.Ta'amu steps back to pass. Pass incomplete short middle intended for T.Scott (M.Goodrich).,3/30/2025,Audi Field,DC,BHAM,6,11,6,11,2,0,16,3,3,,,BHM4,4,2,4,DC,BHAM,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,0,Short Middle,0,1,,,0,,1,0,T.Scott,Ty Scott,T.Scott DC,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,J.Ta'amu pass short right complete. Catch made by C.Rowland for 4 yards. TOUCHDOWN.,3/30/2025,Audi Field,DC,BHAM,12,11,12,11,2,0,12,3,3,,,BHM4,4,3,4,DC,BHAM,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,0,Short Right,1,0,4,1,0,,1,1,C.Rowland,Chris Rowland,C.Rowland DC,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,TWO-POINT CONVERSION ATTEMPT. J.Ta'amu steps back to pass. Pass incomplete short right intended for C.Powell. TWO-POINT ATTEMPT FAILS.,3/30/2025,Audi Field,DC,BHAM,12,11,12,11,2,0,8,3,3,,,BHM5,5,,,DC,BHAM,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,1,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,C.Powell,Cornell Powell,C.Powell DC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,M.McCrane kicks 70 yards from DC 30 to the BHM End Zone. D.Cain returns the kickoff. Tackled by S.Kidd; S.Simon at BHM 33.,3/30/2025,Audi Field,DC,BHAM,12,11,12,11,2,0,8,3,3,,,DC30,30,,,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,DC,BHAM,M.McCrane,Matt McCrane,M.McCrane DC,0,0,0,0,0,0,1,D.Cain,Deon Cain,D.Cain BHAM,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,"A.McGough pass short left complete. Catch made by J.Camp for 6 yards. Tackled by F.Gardner, J.Wallace at BHM 39. PENALTY on BHM-BHM, Illegal Shift, 5 yards, declined.",3/30/2025,Audi Field,DC,BHAM,12,11,11,12,2,0,1,3,3,,,BHM33,67,1,10,BHAM,DC,1,0,0,,,0,0,A.McGough,Alex McGough,A.McGough BHAM,1,1,0,Short Left,1,0,6,0,0,,1,1,J.Camp,Jalen Camp,J.Camp BHAM,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,H.Mevis kicks 58 yards from BHM 39 to the DC 3. C.Rowland returns the kickoff. Tackled by K.Robinson at DC 24.,3/30/2025,Audi Field,DC,BHAM,12,11,11,12,5,15,0,3,3,,,BHM39,39,2,4,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,BHAM,DC,H.Mevis,Harrison Mevis,H.Mevis BHAM,0,0,0,0,0,0,1,C.Rowland,Chris Rowland,C.Rowland DC,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,J.Ta'amu pass short right complete. Catch made by B.Bresnahan for 7 yards. Tackled by S.Gilmore at DC 31.,3/30/2025,Audi Field,DC,BHAM,12,11,12,11,5,14,55,3,3,,,DC24,76,1,10,DC,BHAM,1,0,0,,,0,0,J.Ta'amu,Jordan Ta'amu,J.Ta'amu DC,1,1,0,Short Right,1,0,7,0,0,,1,1,B.Bresnahan,Ben Bresnahan,B.Bresnahan DC,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
